0.000000000000000000e+00 1.000000000000000021e-03 2.748756608545827596e-01 1.090058495409001321e-01 4.463443263584796483e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.000000000000000000e+00 1.000000000000000021e-03 1.593118387880999021e-01 1.499048330252726047e-01 6.518941901341561707e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.000000000000000000e+00 1.000000000000000021e-03 2.896336117062529025e-01 1.846560407702058093e-01 4.987963939649228129e-01 4.000000000000000000e+03 1.000000000000000056e-01
5.000000000000000000e+00 1.000000000000000021e-03 1.553175816922785224e-01 2.189102204883288869e-02 1.457902514339101341e+00 4.000000000000000000e+03 1.000000000000000056e-01
7.000000000000000000e+00 1.000000000000000021e-03 1.531829003465443040e-01 1.299043956481929496e-01 1.841596505133542561e-01 4.000000000000000000e+03 1.000000000000000056e-01
9.000000000000000000e+00 1.000000000000000021e-03 1.495297698967914535e-01 1.120582562018971884e-01 1.059173357405698734e+00 4.000000000000000000e+03 1.000000000000000056e-01
1.000000000000000000e+01 1.000000000000000021e-03 1.526564652142380074e-01 4.431934534707816509e-01 2.443975899622014697e-02 4.000000000000000000e+03 1.000000000000000056e-01
1.400000000000000000e+01 1.000000000000000021e-03 1.395945148942416558e-01 1.473670534856641012e+00 8.073783206800837914e-03 4.000000000000000000e+03 1.000000000000000056e-01
1.600000000000000000e+01 1.000000000000000021e-03 3.167182129832821214e-01 1.367362222461784294e-01 1.019650250593567564e-01 4.000000000000000000e+03 1.000000000000000056e-01
1.800000000000000000e+01 1.000000000000000021e-03 3.229957943879940285e-01 5.358693767202505481e-02 2.045130798897357938e+00 4.000000000000000000e+03 1.000000000000000056e-01
1.900000000000000000e+01 1.000000000000000021e-03 2.737411781381613451e-01 2.491530967675626151e-01 1.766525434276575435e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.000000000000000000e+01 1.000000000000000021e-03 1.455673726300854565e-01 1.109661429924290871e-01 1.024063888824336965e+00 4.000000000000000000e+03 1.000000000000000056e-01
2.100000000000000000e+01 1.000000000000000021e-03 3.506777592671160848e-01 9.266433053369090012e-02 9.623611797297715320e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.300000000000000000e+01 1.000000000000000021e-03 1.517851466353847267e-01 1.568301878061014731e-01 6.746743226753745271e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.500000000000000000e+01 1.000000000000000021e-03 1.450625553135433121e-01 9.633587515207664431e-02 4.331562663290890458e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.900000000000000000e+01 1.000000000000000021e-03 1.473810510665147233e-01 1.241962250362902559e-01 8.051755226523359399e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.300000000000000000e+01 1.000000000000000021e-03 3.447516751792672474e-01 1.047031812317123639e-01 1.760655775939751200e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.500000000000000000e+01 1.000000000000000021e-03 1.477677638438079366e-01 6.424897548118141399e-02 4.177743326829907455e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.600000000000000000e+01 1.000000000000000021e-03 3.569369036828837216e-01 4.136135375573580797e-01 2.987248050904460217e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.700000000000000000e+01 1.000000000000000021e-03 3.042812174688016569e-01 5.573370704120695684e+00 1.723526424347523317e-02 4.000000000000000000e+03 1.000000000000000056e-01
3.900000000000000000e+01 1.000000000000000021e-03 1.492738202422242699e-01 1.548811494656125165e-01 7.259363663392426336e-01 4.000000000000000000e+03 1.000000000000000056e-01
4.100000000000000000e+01 1.000000000000000021e-03 1.452650494529241776e-01 1.808534745098134980e-03 4.030668435477860356e+00 4.000000000000000000e+03 1.000000000000000056e-01
4.200000000000000000e+01 1.000000000000000021e-03 1.580453568648760854e-01 1.632769971971725076e-01 1.750692053768436729e-01 4.000000000000000000e+03 1.000000000000000056e-01
4.300000000000000000e+01 1.000000000000000021e-03 2.984210983773881720e-01 1.347692823945448315e-02 1.244753578436282426e+00 4.000000000000000000e+03 1.000000000000000056e-01
4.900000000000000000e+01 1.000000000000000021e-03 1.463847302379086279e-01 1.686153893048540353e-01 3.546571451896061711e-01 4.000000000000000000e+03 1.000000000000000056e-01
0.000000000000000000e+00 9.291666666666666824e-03 9.775511106255373450e-01 9.941059011684192370e-01 9.288120992917427987e-01 4.000000000000000000e+03 1.000000000000000056e-01
1.000000000000000000e+00 9.291666666666666824e-03 9.503215103290582055e-01 9.407398507665453158e-01 9.658126847975183615e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.000000000000000000e+00 9.291666666666666824e-03 9.538344013116462072e-01 9.782648620647953486e-01 9.813644346184942080e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.000000000000000000e+00 9.291666666666666824e-03 9.290567407090883911e-01 9.226950795165381747e-01 9.381567906837916526e-01 4.000000000000000000e+03 1.000000000000000056e-01
4.000000000000000000e+00 9.291666666666666824e-03 9.022905297108588796e-01 9.096792512243881967e-01 8.698140708273888189e-01 4.000000000000000000e+03 1.000000000000000056e-01
5.000000000000000000e+00 9.291666666666666824e-03 9.501342055026361644e-01 9.175195444738725170e-01 9.580658700957687124e-01 4.000000000000000000e+03 1.000000000000000056e-01
6.000000000000000000e+00 9.291666666666666824e-03 9.282820925859358585e-01 9.272219973956713490e-01 9.545456468569809561e-01 4.000000000000000000e+03 1.000000000000000056e-01
7.000000000000000000e+00 9.291666666666666824e-03 9.281727001752533290e-01 9.341398196460395376e-01 9.048417039000575812e-01 4.000000000000000000e+03 1.000000000000000056e-01
8.000000000000000000e+00 9.291666666666666824e-03 8.872738622635164552e-01 9.142701438773429556e-01 8.798626764231537445e-01 4.000000000000000000e+03 1.000000000000000056e-01
9.000000000000000000e+00 9.291666666666666824e-03 9.675665086420695005e-01 9.650258782248909428e-01 8.922205210605927972e-01 4.000000000000000000e+03 1.000000000000000056e-01
1.000000000000000000e+01 9.291666666666666824e-03 9.236639199439242720e-01 9.087763998053960401e-01 9.367363247945924565e-01 4.000000000000000000e+03 1.000000000000000056e-01
1.100000000000000000e+01 9.291666666666666824e-03 8.973763719841559849e-01 9.192536220764798705e-01 8.828733238978584419e-01 4.000000000000000000e+03 1.000000000000000056e-01
1.200000000000000000e+01 9.291666666666666824e-03 9.196846985152747900e-01 9.191952299417021077e-01 9.520411633932238660e-01 4.000000000000000000e+03 1.000000000000000056e-01
1.300000000000000000e+01 9.291666666666666824e-03 9.548578672265034539e-01 9.842507844678286544e-01 8.965522946412801675e-01 4.000000000000000000e+03 1.000000000000000056e-01
1.400000000000000000e+01 9.291666666666666824e-03 9.013741329332621843e-01 9.429728168255823162e-01 9.039254130872940163e-01 4.000000000000000000e+03 1.000000000000000056e-01
1.500000000000000000e+01 9.291666666666666824e-03 9.131396625645211707e-01 9.272297080331287633e-01 8.845080398132986188e-01 4.000000000000000000e+03 1.000000000000000056e-01
1.600000000000000000e+01 9.291666666666666824e-03 9.381115584144781305e-01 9.551397234285599058e-01 9.398060842958930738e-01 4.000000000000000000e+03 1.000000000000000056e-01
1.700000000000000000e+01 9.291666666666666824e-03 9.060008176999121421e-01 9.027964331249546115e-01 9.272352095159593910e-01 4.000000000000000000e+03 1.000000000000000056e-01
1.800000000000000000e+01 9.291666666666666824e-03 9.140299949961362413e-01 9.273805784543549535e-01 8.994733689506917429e-01 4.000000000000000000e+03 1.000000000000000056e-01
1.900000000000000000e+01 9.291666666666666824e-03 9.223767124646253812e-01 9.213315682037412913e-01 9.271363213274645965e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.000000000000000000e+01 9.291666666666666824e-03 9.441757251295577191e-01 3.564951575974337317e+01 1.770695299584227200e+01 4.000000000000000000e+03 1.000000000000000056e-01
2.100000000000000000e+01 9.291666666666666824e-03 9.428409259637247075e-01 9.423469698275828144e-01 8.899600793795617859e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.200000000000000000e+01 9.291666666666666824e-03 9.276806603896476933e-01 8.983567438383746051e-01 9.251747903919081972e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.300000000000000000e+01 9.291666666666666824e-03 9.522197936760812276e-01 9.317592598979642649e-01 9.659993723203503801e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.400000000000000000e+01 9.291666666666666824e-03 9.072253773018867928e-01 9.053559489092106727e-01 9.111128974680259285e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.500000000000000000e+01 9.291666666666666824e-03 9.588346679404083917e-01 3.932889800029721439e+00 8.657854221633252967e-02 4.000000000000000000e+03 1.000000000000000056e-01
2.600000000000000000e+01 9.291666666666666824e-03 9.417023061445510823e-01 1.638989565241723767e+01 3.953269253504175396e+01 4.000000000000000000e+03 1.000000000000000056e-01
2.700000000000000000e+01 9.291666666666666824e-03 9.415791503205792612e-01 9.455322990611448875e-01 8.908551797043111620e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.800000000000000000e+01 9.291666666666666824e-03 9.500505828893939242e-01 9.299227102197769046e-01 9.542066836682400188e-01 4.000000000000000000e+03 1.000000000000000056e-01
2.900000000000000000e+01 9.291666666666666824e-03 9.776874337509099400e-01 9.960756263763405061e-01 9.150653247292936943e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.000000000000000000e+01 9.291666666666666824e-03 9.584149583266741157e-01 9.396621953140763539e-01 9.941432213557758191e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.100000000000000000e+01 9.291666666666666824e-03 9.086480790052576806e-01 8.938212814120940486e-01 9.188262307609326163e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.200000000000000000e+01 9.291666666666666824e-03 8.935010347888707738e-01 8.841636610389036477e-01 9.240614631409175272e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.300000000000000000e+01 9.291666666666666824e-03 9.280613859791405629e-01 9.279961028670845602e-01 9.812877577452301381e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.400000000000000000e+01 9.291666666666666824e-03 9.396360171151365570e-01 9.511166124072495398e-01 9.157350956234455719e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.500000000000000000e+01 9.291666666666666824e-03 9.240963296472322064e-01 9.373180590940204393e-01 9.900209184006049101e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.600000000000000000e+01 9.291666666666666824e-03 8.966022361825521925e-01 8.851083839717334145e-01 9.655780665716744426e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.700000000000000000e+01 9.291666666666666824e-03 9.223448226093475810e-01 9.413400888985455905e-01 9.822418138829314138e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.800000000000000000e+01 9.291666666666666824e-03 9.359697243471877259e-01 9.278962890170243671e-01 9.432453933182315398e-01 4.000000000000000000e+03 1.000000000000000056e-01
3.900000000000000000e+01 9.291666666666666824e-03 9.040736254464614152e-01 9.134752258197501584e-01 8.952004957076916680e-01 4.000000000000000000e+03 1.000000000000000056e-01
4.000000000000000000e+01 9.291666666666666824e-03 9.583016689739977112e-01 9.544821297973997698e-01 8.934076711555019035e-01 4.000000000000000000e+03 1.000000000000000056e-01
4.100000000000000000e+01 9.291666666666666824e-03 9.126921624528044896e-01 9.103492972634252833e-01 9.451945664310577033e-01 4.000000000000000000e+03 1.000000000000000056e-01
4.200000000000000000e+01 9.291666666666666824e-03 9.378228876675452907e-01 9.451238986405622322e-01 9.627435310285380465e-01 4.000000000000000000e+03 1.000000000000000056e-01
