2.000000000000000000e+03 5.000000000000000104e-03 5.277656645731394480e-01 4.830158577521733720e-01 5.459004210875254559e-01 4.881542571202276970e-01 4.790724334643825522e-01 5.030041844660012584e-01
2.000000000000000000e+03 6.464646464646464641e-03 6.629996358126653000e-01 6.256379262833093868e-01 6.715879393875451298e-01 6.651253660933379441e-01 2.425666918678128729e-03 3.326103349791307551e+02
2.000000000000000000e+03 7.929292929292928310e-03 8.252167012023708947e-01 7.715035984766425159e-01 8.039354733463314195e-01 8.341058711412089322e-01 8.002257041939003779e-01 7.657927132622579514e-01
2.000000000000000000e+03 9.393939393939393714e-03 1.014110563729512027e+00 9.074153311779172837e-01 9.429390186098739468e-01 1.042209613961451620e+00 9.005422292186977540e-01 9.547981599441078826e-01
2.000000000000000000e+03 1.085858585858585912e-02 1.177671815211902562e+00 1.024617577232578292e+00 1.236589398784678995e+00 1.229881354392917681e+00 1.008010774524912279e+00 1.061545807959142662e+00
2.000000000000000000e+03 1.232323232323232279e-02 1.313067447184376624e+00 1.163521842201521217e+00 2.118314135315233315e+01 5.476596082006349064e+01 1.221058688587379981e+00 1.149167650174412358e+00
2.000000000000000000e+03 1.378787878787878646e-02 1.507509519865227743e+00 1.307118929460151069e+00 1.586696924070990056e+00 1.531125180891997228e+00 1.293111972326112413e+00 1.394657176357770201e+00
2.000000000000000000e+03 1.525252525252525360e-02 1.725574761570869420e+00 1.413260853616452373e+00 1.646007364096844450e+00 1.797340257406658370e+00 1.339139813978399651e+00 1.476842072106960391e+00
2.000000000000000000e+03 1.671717171717171727e-02 1.814398547027205044e+00 1.518334752622528150e+00 1.858905333921638592e+00 1.680413794599248112e+00 1.465133568672063902e+00 1.491940885855309595e+00
2.000000000000000000e+03 1.818181818181818094e-02 1.959219195545033099e+00 1.676645063460810103e+00 1.618158493287291888e+00 1.938779580994713925e+00 1.597399080707482710e+00 1.928789168162243328e+00
2.000000000000000000e+03 1.964646464646464460e-02 2.333540416814893437e+00 1.813366804222514839e+00 2.391647328021865970e+00 1.844205611796889244e+00 1.926781139347649718e+00 1.752523664906996403e+00
2.000000000000000000e+03 2.111111111111111174e-02 2.373000084467132620e+00 1.917568657896515427e+00 2.423995216123715490e+00 2.153050140435188720e+00 2.103751043769497286e+00 1.898245637577092637e+00
2.000000000000000000e+03 2.257575757575757541e-02 2.732532279190931668e+00 2.028260695375034395e+00 3.011057555567242083e+00 2.324419348884436243e+00 1.925679459207215949e+00 2.125290653219587877e+00
2.000000000000000000e+03 2.404040404040403908e-02 2.741823781943700133e+00 2.108668456491488818e+00 2.862697142277876861e+00 2.569895138080779518e+00 2.563007727791248413e+00 2.091729398922542504e+00
2.000000000000000000e+03 2.550505050505050622e-02 2.852660505459574836e+00 2.230782463350108102e+00 2.696582599023493731e+00 3.199380064637903587e+00 2.130004774396631273e+00 2.343169665484034603e+00
2.000000000000000000e+03 2.696969696969696989e-02 3.110805049067482564e+00 2.423773149433128715e+00 3.270823248164696828e+00 2.475646319123891992e+00 2.670291079317555827e+00 2.433755712688359552e+00
2.000000000000000000e+03 2.843434343434343356e-02 3.441129446233343270e+00 2.469817899177250364e+00 3.288139422094185971e+00 3.873419091772118072e+00 2.384855120016133867e+00 2.661394578821865142e+00
2.000000000000000000e+03 2.989898989898989723e-02 3.442649010403194598e+00 2.514518810838702656e+00 3.783972397793592624e+00 3.603881591660146988e+00 2.469560703574076754e+00 3.139080035699410853e+00
2.000000000000000000e+03 3.136363636363635743e-02 3.830755310900506583e+00 2.657925268390467277e+00 4.002509356736904778e+00 3.684163785258281365e+00 2.583068532434934728e+00 2.837166804068230075e+00
2.000000000000000000e+03 3.282828282828282457e-02 4.460518714203073998e+00 2.831802283810211929e+00 4.991999085796546609e+00 2.966275691142903792e+00 2.613571078800040137e+00 3.234091135205857892e+00
2.000000000000000000e+03 3.429292929292929171e-02 4.585727824701412381e+00 2.881998246992806489e+00 5.643555451886729912e+00 3.982967410788591511e+00 2.799763751092375852e+00 3.205569163263091603e+00
2.000000000000000000e+03 3.575757575757575191e-02 4.217695596722624174e+00 2.962365450574603098e+00 3.544108841268136967e+00 4.263223853758105086e+00 2.694158959550630783e+00 3.724742140411946512e+00
