9.427879999999999594e-01 2.537070000000000158e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.044930000000000006e-05
9.742260000000000364e-01 9.689560000000000395e-01 1.000000000000000056e-01 1.000000000000000056e-01 -5.190950000000000165e-05
6.650479999999999725e-01 6.771120000000000472e-01 1.000000000000000056e-01 1.000000000000000056e-01 -1.686950000000000103e-04
6.331470000000000153e-01 3.608009999999999828e-01 1.000000000000000056e-01 1.000000000000000056e-01 -9.843110000000000021e-05
2.965010000000000145e-01 7.933660000000000156e-01 1.000000000000000056e-01 1.000000000000000056e-01 -7.359710000000000047e-05
6.742500000000000160e-01 2.480310000000000015e-01 1.000000000000000056e-01 1.000000000000000056e-01 5.574559999999999699e-06
8.422079999999999567e-01 9.655329999999999746e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.278899999999999970e-04
8.650569999999999649e-01 8.893550000000000066e-01 1.000000000000000056e-01 1.000000000000000056e-01 3.519559999999999892e-05
8.122660000000000435e-01 2.713869999999999894e-01 1.000000000000000056e-01 1.000000000000000056e-01 5.182870000000000066e-05
8.536179999999999879e-01 8.124290000000000678e-02 1.000000000000000056e-01 1.000000000000000056e-01 -7.570440000000000654e-05
6.215910000000000046e-01 3.483359999999999790e-01 1.000000000000000056e-01 1.000000000000000056e-01 6.454219999999999337e-05
5.085560000000000080e-01 4.631939999999999946e-01 1.000000000000000056e-01 1.000000000000000056e-01 6.858130000000000015e-06
3.201749999999999874e-01 1.720780000000000087e-01 1.000000000000000056e-01 1.000000000000000056e-01 7.993379999999999691e-05
7.484439999999999982e-01 2.324809999999999932e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.316950000000000054e-04
2.150650000000000062e-01 6.387620000000000520e-01 1.000000000000000056e-01 1.000000000000000056e-01 -4.486749999999999690e-05
4.712979999999999947e-02 2.298179999999999945e-01 1.000000000000000056e-01 1.000000000000000056e-01 -6.813339999999999382e-05
7.572849999999999859e-01 5.005610000000000337e-01 1.000000000000000056e-01 1.000000000000000056e-01 7.760950000000000292e-05
7.140659999999999785e-01 6.225690000000000390e-01 1.000000000000000056e-01 1.000000000000000056e-01 7.233419999999999771e-06
2.485459999999999892e-01 3.972669999999999813e-01 1.000000000000000056e-01 1.000000000000000056e-01 -1.572110000000000098e-05
8.709179999999999700e-01 7.563299999999999468e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.440900000000000113e-04
3.854250000000000176e-01 6.790389999999999482e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.375899999999999888e-04
5.040890000000000093e-01 9.586810000000000054e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.946010000000000025e-04
5.923840000000000217e-01 1.281640000000000036e-02 1.000000000000000056e-01 1.000000000000000056e-01 4.225590000000000314e-05
8.143820000000000503e-01 6.741519999999999735e-01 1.000000000000000056e-01 1.000000000000000056e-01 -1.398419999999999937e-04
9.088680000000000092e-01 6.862660000000000426e-01 1.000000000000000056e-01 1.000000000000000056e-01 2.273430000000000017e-05
4.251229999999999731e-01 3.075559999999999961e-01 1.000000000000000056e-01 1.000000000000000056e-01 5.719160000000000313e-05
8.489970000000000017e-01 5.973420000000000396e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.671389999999999866e-04
5.537619999999999765e-01 4.340220000000000189e-01 1.000000000000000056e-01 1.000000000000000056e-01 8.313050000000000647e-05
7.582590000000000163e-01 6.191990000000000549e-01 1.000000000000000056e-01 1.000000000000000056e-01 -9.335469999999999576e-05
1.722339999999999982e-01 9.729849999999999888e-01 1.000000000000000056e-01 1.000000000000000056e-01 3.391490000000000287e-05
8.790419999999999900e-01 6.069660000000000055e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.760910000000000052e-05
6.292989999999999695e-02 5.452730000000000077e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.141929999999999924e-05
5.295180000000000442e-01 1.497519999999999962e-01 1.000000000000000056e-01 1.000000000000000056e-01 5.074460000000000201e-05
8.588219999999999743e-01 2.699300000000000033e-01 1.000000000000000056e-01 1.000000000000000056e-01 -2.534460000000000125e-05
3.873460000000000236e-01 7.259349999999999969e-01 1.000000000000000056e-01 1.000000000000000056e-01 -1.974629999999999897e-04
3.212079999999999935e-01 9.206980000000000164e-01 1.000000000000000056e-01 1.000000000000000056e-01 7.222479999999999330e-05
2.286789999999999934e-01 6.612900000000000444e-01 1.000000000000000056e-01 1.000000000000000056e-01 -6.247299999999999631e-05
7.700040000000000218e-01 7.635720000000000285e-01 1.000000000000000056e-01 1.000000000000000056e-01 -5.123610000000000230e-05
3.630369999999999986e-01 3.624120000000000119e-02 1.000000000000000056e-01 1.000000000000000056e-01 6.362130000000000020e-05
8.916929999999999579e-01 7.558249999999999691e-01 1.000000000000000056e-01 1.000000000000000056e-01 7.444069999999999355e-05
7.150910000000000322e-01 8.800200000000000244e-01 1.000000000000000056e-01 1.000000000000000056e-01 8.830710000000000024e-05
9.006150000000000544e-01 3.131809999999999872e-01 1.000000000000000056e-01 1.000000000000000056e-01 -1.982979999999999910e-04
1.048550000000000038e-01 1.048199999999999965e-01 1.000000000000000056e-01 1.000000000000000056e-01 8.372790000000000180e-05
9.883279999999999843e-01 2.607820000000000138e-01 1.000000000000000056e-01 1.000000000000000056e-01 3.524769999999999797e-05
6.283889999999999754e-01 6.348880000000000079e-01 1.000000000000000056e-01 1.000000000000000056e-01 -1.013069999999999975e-04
2.346419999999999895e-01 4.206849999999999756e-01 1.000000000000000056e-01 1.000000000000000056e-01 -1.732600000000000047e-04
