1.000000000000000000e+03 5.000000000000000104e-03 5.150663292228787604e-01 4.837915398304385994e-01 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+01 -1.000000000000000000e+01
1.000000000000000000e+03 6.464646464646464641e-03 6.697305235939461365e-01 6.302080471190361077e-01 2.562830692121537482e-02 8.771097020967966174e+00 6.762480781949521402e-01 6.171104495099964948e-01
1.000000000000000000e+03 7.929292929292928310e-03 8.173678261176120508e-01 7.678298974247613762e-01 8.321005499854481346e-01 8.058294513408911230e-01 -1.000000000000000000e+01 -1.000000000000000000e+01
1.000000000000000000e+03 9.393939393939393714e-03 9.910870630366352962e-01 8.966271216570204095e-01 9.959819742459151692e-01 9.080625624142010244e-01 8.879966212976631024e-01 8.728185330833767575e-01
1.000000000000000000e+03 1.085858585858585912e-02 1.132756324001405801e+00 1.022299632924788870e+00 1.158642470529549495e+00 1.084447436848190005e+00 1.002665120969497892e+00 1.024422018186601946e+00
1.000000000000000000e+03 1.232323232323232279e-02 1.348016649596257110e+00 1.152007813888098253e+00 1.378098474785943495e+00 1.319962496717649092e+00 1.113965625952267224e+00 1.210668489579078910e+00
1.000000000000000000e+03 1.378787878787878646e-02 1.456507183272430783e+00 1.303971289966924241e+00 1.487423140590388826e+00 1.322162557686328066e+00 1.297072671897106622e+00 1.393775698846777100e+00
1.000000000000000000e+03 1.525252525252525360e-02 1.652014201784160363e+00 1.411621586806931949e+00 1.547393655466097417e+00 1.667523489583432328e+00 1.517707102045776191e+00 1.418555200978806496e+00
1.000000000000000000e+03 1.671717171717171727e-02 1.808901431108254076e+00 1.564969454683616368e+00 1.692320911307807041e+00 1.825073948220869102e+00 1.729697148898555970e+00 1.493854698336782416e+00
1.000000000000000000e+03 1.818181818181818094e-02 2.031390350651855137e+00 1.719808724155810653e+00 1.745264236267050739e+00 2.099949994310675638e+00 1.726895206360562929e+00 1.977092454207524552e+00
1.000000000000000000e+03 1.964646464646464460e-02 2.199190157203125384e+00 1.768313080681049643e+00 2.295907104273237742e+00 1.894706771889810293e+00 1.697246709181512214e+00 1.880443013863036361e+00
1.000000000000000000e+03 2.111111111111111174e-02 2.331528161715796355e+00 1.908190836035472460e+00 2.390503776920221757e+00 2.206496790574111966e+00 2.199393629579595721e+00 1.856871164062672941e+00
1.000000000000000000e+03 2.257575757575757541e-02 2.653366411461410834e+00 2.082887356505227494e+00 2.909162555102736469e+00 2.620638759491832559e+00 2.000829353896241170e+00 2.089314561194104858e+00
1.000000000000000000e+03 2.404040404040403908e-02 2.716624326162355718e+00 2.044345121090410888e+00 2.842409413173707211e+00 2.949239259020196346e+00 2.000067188555660902e+00 2.187908095233219274e+00
1.000000000000000000e+03 2.550505050505050622e-02 2.935889543927895584e+00 2.245674123312789039e+00 3.370167348421375220e+00 3.049771342967207310e+00 2.183485395911722637e+00 2.581588566107397398e+00
1.000000000000000000e+03 2.696969696969696989e-02 3.241720499435936098e+00 2.325891021226220712e+00 3.530879681114259760e+00 2.831276566578693199e+00 2.360688448644592263e+00 2.182495417377292579e+00
1.000000000000000000e+03 2.843434343434343356e-02 3.433746720013139520e+00 2.479810111513307547e+00 2.942466795020219905e+00 3.637975375727654725e+00 2.327058302133367729e+00 2.931563667403307871e+00
1.000000000000000000e+03 2.989898989898989723e-02 5.007400325457609824e+00 2.629958678513081516e+00 3.108599766560954158e+00 7.242340797323977064e+00 3.095662973082913272e+00 2.626037734239132782e+00
1.000000000000000000e+03 3.136363636363635743e-02 3.947228893413277540e+00 2.699828490838188433e+00 4.130551693640915900e+00 3.139964594940876097e+00 2.641933277696176141e+00 3.167367063853478548e+00
1.000000000000000000e+03 3.282828282828282457e-02 4.136340484821120711e+00 2.818715994043683892e+00 3.518747826496047004e+00 4.114937224639697355e+00 2.769972080238157552e+00 3.315481349946725498e+00
1.000000000000000000e+03 3.429292929292929171e-02 4.125652903407408978e+00 2.867856979242340731e+00 8.569275836191025064e+00 2.014844250115217150e+01 3.599976615942870328e+00 2.825430377088258282e+00
1.000000000000000000e+03 3.575757575757575191e-02 4.398389830257029232e+00 3.028656874278040867e+00 4.557312063633821353e+00 3.907371490125907343e+00 3.818233838372884659e+00 2.853009144084416526e+00
1.000000000000000000e+03 3.722222222222221905e-02 5.211608616413331951e+00 3.200384194361492352e+00 5.538358909812815867e+00 3.756960979024048353e+00 3.098610711095103110e+00 3.508040816615988877e+00
1.000000000000000000e+03 3.868686868686867925e-02 5.410278749063541781e+00 3.347930552184357200e+00 6.786740088903258084e+00 5.329951222436699609e+00 3.734044873868929137e+00 3.208357758715079999e+00
1.000000000000000000e+03 4.015151515151514638e-02 5.267241557948949549e+00 3.401608374853530847e+00 5.779487934606478028e+00 7.273594879805557412e+00 4.216916571196815511e+00 3.178614730453943604e+00
