6  18  HC 1    4800.0  0.008  -0.008  0.05  4.569092984433319  5.31674712 4.03985713  332  0  0.00037052231623897405    -1629.457601 -1628.546837 -1628.12262 -1627.409839 -1626.963378 -1626.675279
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.685858431985165  4.08381482 5.75219952  4  0  0.00035927591130529906    302.5422588 304.5062463 304.6535832 304.9647983 305.2073555 305.2550181
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.234972976514678  5.86981586 4.28822161  178  0  0.00031392518534370425    -310.1710326 -309.6974149 -309.0694979 -308.8746244 -308.8186306 -308.7298998
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.891649273366177  4.9934006  4.80649732  12  0  0.00038899870020905387    -841.0291727 -840.7922721 -840.4489258 -840.3727811 -840.3304001 -840.1702619
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.6042835825749036  5.07024463 4.73025487  1  0  0.00036199904770490004    -1943.657513 -1941.947308 -1940.607513 -1940.421284 -1940.173799 -1939.470889
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.893524066174588  4.79690149 5.73026864  291  161  0.0004083308588433608    -1534.876857 -1534.675795 -1533.160239 -1533.004218 -1532.461988 -1532.249851
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.6808389670271  4.51974425 5.27477184  138  116  0.0004137802189413664    -374.677484 -374.2852611 -373.9520056 -373.746442 -373.5786172 -373.5454181
6  18  HC 1    4800.0  0.008  -0.008  0.05  3.92177555340772  3.69573458 4.22319205  0  0  0.0003153888850927459    680.8434658 683.0567621 684.3660126 685.0702415 685.1005584 685.6879141
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.300001452198176  6.11606633 5.05337365  0  0  0.0003490675543444181    722.994209 724.672482 725.5846932 726.0549278 726.9510455 726.9964763
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.88069089311387  4.29791924 5.25477228  397  0  0.0004380863566194974    -936.3477819 -936.0730423 -935.6933772 -935.5977468 -935.444477 -935.3557038
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.174104895621637  5.08696656 6.03631164  154  0  0.0003995091933720503    -772.281686 -771.7256206 -771.487921 -771.2199555 -771.0471941 -770.8688374
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.670890387215921  5.18674945 4.4138891   1  0  0.0003784263908676809    -1107.51215 -1107.289439 -1106.866612 -1106.807348 -1106.392297 -1106.224509
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.071872323167802  5.83706033 4.35233364  1  0  0.000317082673568111    -210.6729528 -209.9415271 -209.5134456 -209.4337394 -209.2638017 -209.048858
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.312628859736207  4.37466191 5.25115301  1  0  0.00035503618538438805    -334.2606529 -333.5463696 -333.210068 -332.6709717 -332.3872425 -332.2385954
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.458894086185987  5.51918099 4.36899022  340  0  0.0004111034288680829    -731.6056048 -730.9100789 -730.6683606 -730.4587837 -730.1539422 -730.1110077
6  18  HC 1    4800.0  0.008  -0.008  0.05  6.507615234081329  6.84037698 4.57856896  1  0  0.0003766758711268177    874.7963061 877.9040993 879.0130216 879.2842453 880.4411183 880.6937073
6  18  HC 1    4800.0  0.008  -0.008  0.05  9.479389972398089  4.24199703 8.62501191  392  0  0.0003172277070676718    -2279.570736 -2277.569606 -2275.49293 -2274.990918 -2273.411567 -2272.960611
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.634615955798627  4.63790803 4.20545324  0  0  0.00040704944513225905    -1058.089766 -1057.549133 -1057.060602 -1056.971452 -1056.738838 -1056.548637
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.827673708489298  4.74477496 5.48180837  162  0  0.0003331894635042964    -470.4808122 -470.4244319 -470.378788 -470.2686467 -470.224658 -470.1909149
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.498313588808951  6.06453268 3.8662665   253  0  0.00039234791776337585    -1258.084452 -1257.337571 -1256.84017 -1256.587735 -1256.423453 -1256.374696
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.493053557629548  4.41889915 5.89395547  2  0  0.00034906383460392014    -1594.091958 -1592.593225 -1591.453024 -1590.96378 -1590.560848 -1589.917181
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.7645670782918055  4.727132   5.41160829  7  0  0.0003606488578107698    -1176.654877 -1175.579284 -1174.698925 -1174.548361 -1174.003298 -1173.664387
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.553029168399565  4.32221774 4.77516122  279  0  0.000345100532296367    -1325.090988 -1324.404945 -1324.234077 -1323.507472 -1323.429917 -1323.212909
6  18  HC 1    4800.0  0.008  -0.008  0.05  3.7846911245258616  3.64635243 6.98804029  197  0  0.00032374803800950603    -728.0060545 -727.3401568 -726.8942809 -726.7308898 -726.6568407 -726.5733071
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.280638753919066  5.07140301 4.951989    239  156  0.0003478070146783388    312.9376641 314.2079872 314.786727 314.9710375 315.064968 315.5867799
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.080760373655167  5.99315763 4.6069923   7  0  0.00047564983555761455    -258.2987739 -257.7239473 -257.4901349 -257.2091734 -257.1423264 -256.8909008
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.07456994256078  5.12226885 4.64500755  310  0  0.00032827538091885494    446.5462205 447.9215451 449.4162334 449.7594097 450.1362351 451.0724469
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.949854757928582  5.2887272  6.87041824  8  0  0.00034505058355240313    519.6554164 520.0058655 520.665038 520.882493 521.6041345 521.6996469
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.4643581349798325  4.30719984 6.22092269  0  0  0.0003778245301468894    -228.903619 -228.4627105 -228.0150161 -227.9385881 -227.6665585 -227.5222159
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.0548475892608025  4.17837815 5.75540972  163  0  0.0003299764558865605    -357.261039 -356.5802877 -356.2095225 -356.1475457 -356.1385781 -355.8488543
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.547928903477215  6.12586938 6.73163889  1  0  0.00040823988714758653    1658.018631 1661.33026 1661.737688 1662.669006 1662.996804 1664.488042
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.0727714867896125  4.15540081 4.82213132  240  121  0.0003537456540132168    -910.6156904 -909.5968549 -909.3448323 -908.8982888 -908.8088394 -908.5399619
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.763225418947222  4.81311109 4.51243069  152  0  0.0003199986609475107    -477.3075543 -477.2361847 -476.9383655 -476.7404474 -476.0329442 -475.9814405
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.576127558477565  6.13479509 5.52768817  1  155  0.0003559842807325748    1069.058187 1070.412976 1071.713812 1072.646337 1072.816638 1074.119497
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.981272862370025  6.72723482 5.14529551  118  0  0.0003602605555702077    -546.1980857 -546.1087014 -545.7904286 -545.7564425 -545.5927788 -545.391963
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.396906813208587  5.43780498 4.07775821  236  0  0.0004371524673235183    542.5603329 543.8652204 544.5246619 545.344448 545.4978722 545.9955417
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.20945810476495  4.46958296 4.04410074  0  0  0.00036119667198733344    -943.6622513 -943.2373826 -943.0088016 -942.4284839 -942.2372679 -942.190555
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.310436128031923  5.80688974 4.43250364  1  0  0.00038635446596215693    1025.03335 1026.037323 1027.560451 1027.927116 1029.459933 1029.536592
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.617739712252529  4.5003956  5.41950857  291  0  0.0004022565276753859    8.680659606 9.260049102 9.855554637 10.39017491 10.64454366 10.92591279
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.961108182228854  5.77991466 4.13719347  266  0  0.00040478596506387393    -1898.608342 -1897.336573 -1895.874666 -1895.128986 -1894.126564 -1894.073821
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.216371087913212  3.8208871  5.47489545  304  0  0.0003070927369505726    -1687.624483 -1687.042107 -1684.775476 -1684.618487 -1684.247122 -1683.207315
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.80002974688414  5.72533022 4.53806112  209  0  0.00039930616271256054    -762.6279983 -762.4658085 -762.1698859 -762.1508595 -761.9004423 -761.8196248
6  18  HC 1    4800.0  0.008  -0.008  0.05  6.614300217889707  8.45650702 4.12918806  360  0  0.0004021787775624059    -779.5370361 -779.0516171 -778.884794 -778.5300385 -778.4316816 -778.333862
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.064154211007875  5.00877455 5.58566616  1  0  0.00037601083029608023    -142.4512581 -141.9221259 -141.8987184 -141.4113034 -141.3135436 -141.1627339
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.853698303632425  6.52179628 4.43475755  395  0  0.00032711017290308663    -419.0215211 -418.6287614 -418.4318739 -418.2574285 -417.795119 -417.704841
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.242321165679602  5.65131837 4.16396658  0  0  0.0003640095604692945    -162.0118089 -160.9028338 -160.2332442 -160.1739608 -160.043889 -159.8200291
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.277841931991241  5.1290109  6.22192122  179  152  0.0003125103667701943    -315.2469103 -315.1045465 -314.9604928 -314.7758173 -314.743107 -314.6644609
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.769509241824625  4.35257484 5.80754031  144  114  0.00037897973669530615    228.6073258 229.3995379 229.6901468 229.9221198 230.027219 230.1967949
6  18  HC 1    4800.0  0.008  -0.008  0.05  4.299759898819271  4.03503194 6.41865159  6  0  0.00037966662547427157    104.7806334 105.3141119 105.6164268 105.7747386 106.2313492 106.6304725
6  18  HC 1    4800.0  0.008  -0.008  0.05  5.503618330312066  5.70690731 4.81542779  10  0  0.00036941109031553293    -1233.405965 -1233.172793 -1232.521595 -1232.262856 -1231.933112 -1231.870951
