6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 39.0381683066467 37.335428   42.65566836 5 10 3.622556206662038e-07   -499.7112636 -499.7112636 -499.7112636 -499.5160695 -499.5160695 -499.5160695
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 40.01518569263434 49.66236961 19.70400211 4 9 9.904935656299995e-07   -502.0982644 -502.0982644 -502.0982644 -501.9030504 -501.9030504 -501.9030504
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 37.540985550901844 38.34844776 39.85014901 9 18 3.5866284700302133e-07   -492.115046 -492.115046 -492.115046 -491.9206039 -491.9206037 -491.9206037
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 43.22875804968716 49.29982989 32.08634428 7 0 4.448612845764351e-07   -514.405348 -514.405348 -514.405348 -514.2109825 -514.2109823 -514.2109823
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 32.20867658302828 30.7997539  45.79034052 12 30 2.869570561575816e-07   -513.7264608 -513.7264608 -513.7264608 -513.5342833 -513.534283 -513.5342724
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 22.801048756329067 23.94287239 44.2215524  1 0 1.0415763612013184e-06   -498.7409681 -498.7409681 -498.7409681 -498.5457152 -498.5457152 -498.5457152
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 36.67610122142545 45.99037945 25.85183581 6 0 8.250097402169284e-07   -507.927933 -507.927933 -507.927933 -507.7328045 -507.7328045 -507.7328045
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 20.745904474849834 51.39178462 20.53681508 9 17 9.468765156602919e-07   -504.6770147 -504.6770147 -504.6770147 -504.4821999 -504.4821999 -504.4821999
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 36.544047204585205 41.00647227 26.90198811 12 24 6.830406929361656e-07   -493.1783532 -493.1783532 -493.1783532 -492.984673 -492.9846721 -492.9846721
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 36.492891043012 39.48982531 25.68043001 5 0 4.613720232398192e-07   -501.0267453 -501.0267453 -501.0267453 -500.8315472 -500.8315472 -500.8315472
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 20.336544178621207 18.98444622 37.80897956 5 0 3.683113920753946e-07   -497.6297042 -497.6297042 -497.6297042 -497.4345165 -497.4345165 -497.4345165
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 34.45263868669539 33.5802671  39.03184982 13 0 4.1916191404399067e-07   -489.9720459 -489.9720459 -489.9720459 -489.778116 -489.7781156 -489.7781153
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 36.654141292620295 32.48670744 53.11335293 6 12 3.511443401444977e-07   -494.9530169 -494.9530169 -494.9530169 -494.7578995 -494.7578995 -494.7578995
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 38.27512186434851 43.7236794  20.97998948 7 13 4.723902055419242e-07   -494.1187745 -494.1187745 -494.1187745 -493.923903 -493.923903 -493.923903
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 19.429463587195333 18.69732799 40.32396104 5 10 3.7822838518448244e-07   -503.1176868 -503.1176868 -503.1176868 -502.9225215 -502.9225215 -502.9225215
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 29.082361656535657 38.70377137 18.6733499  8 18 9.184619886067705e-07   -498.6555506 -498.6555506 -498.6555506 -498.4606532 -498.4606532 -498.4606532
6 18 HC  4800.0 8.42105e-05 -8.42105e-05 0.475 39.3398521335753 40.64370714 39.21797612 12 0 8.756559242975973e-07   -514.1971724 -514.1971724 -514.1971724 -514.0038351 -514.0038344 -514.0038313
