6 ,18 ,HC , 4800 ,-0.0960672 ,0.0960679 ,0.1 ,16.740610892175503 ,[23.78207343 15.22509562] ,1 ,0 ,0.13884974034391245 ,  1049007.343 1049426.225 1050208.509 1050265.269 1051047.587 1051051.854 1051466.423
6 ,18 ,HC , 4800 ,-0.078046 ,0.0780466 ,0.2 ,22.17729757964689 ,[26.54525501 37.84650726] ,0 ,0 ,0.23550212073519233 ,  2735261.134 2738274.34 2740747.41 2741685.846 2743351.228 2744158.899 2744811.256
6 ,18 ,HC , 4800 ,-0.0960672 ,0.0960679 ,0.1 ,18.11566291465572 ,[22.40238256 64.88754352] ,0 ,0 ,0.22292053940890397 ,  1054858.619 1055837.224 1056135.947 1056506.336 1056625.175 1056851.578 1056875.522
0 ,0 ,Unknown , 4800 ,-0.12809 ,0.128091 ,0.2 ,UNKNOWN ,['UNKNOWN'] ,U ,U ,Unknown , UNKNOWN
6 ,18 ,HC , 4800 ,-0.0899031 ,0.0899038 ,0.1 ,16.33059100080989 ,[16.12320886 32.48638594] ,1 ,0 ,0.17071285444260206 ,  928089.4844 928396.6619 928696.879 928849.0934 929139.5812 929149.3154 929456.4871
6 ,18 ,HC , 4800 ,-0.101328 ,0.101329 ,0.1 ,16.827923143328167 ,[27.00399089 13.65152796] ,0 ,0 ,0.30648424701623833 ,  1160029.423 1160438.884 1160813.353 1162102.16 1162261.901 1162476.618 1162816.738
6 ,18 ,HC , 4800 ,-0.0403998 ,0.0404001 ,0.125 ,18.451824757024674 ,[51.82775223 20.56962917] ,301 ,114 ,0.04794689194847554 ,  291388.6891 291566.7002 291735.5062 291756.2076 291760.9904 291868.8338 291924.8637
6 ,18 ,HC , 4800 ,-0.13262 ,0.132621 ,0.2 ,18.17615542341397 ,[11585.89090495 23460.07116638] ,0 ,107 ,1.9826789837442438 ,  8088091.438 8091197.549 8093961.477 8095838.832 8098602.695 8098808.509 8100129.828
6 ,18 ,HC , 4800 ,-0.0100305 ,0.0100306 ,0.00986649 ,0.9993174918249451 ,[0.96005013 1.03859402] ,182 ,0 ,2.3713532747295214e-05 ,  110.0042138 110.1131704 110.1916977 110.2533522 110.2793834 110.3308445 110.3727732
6 ,18 ,HC , 4800 ,-0.105308 ,0.105308 ,0.1 ,19.041447891841784 ,[31.95259655 49.85257334] ,167 ,123 ,0.12223695403945387 ,  1276093.515 1276587.881 1276962.806 1277107.055 1277131.338 1277481.987 1277650.648
6 ,18 ,HC , 4800 ,-0.140263 ,0.140264 ,0.2 ,18.267406950241522 ,[2.54164723e+01 1.15237700e+06] ,391 ,119 ,1.5491700633354506 ,  8986893.052 8994909.618 8995922.328 8999071.487 9000084.142 9004955.827 9005598.339
6 ,18 ,HC , 4800 ,-0.00302847 ,0.00302849 ,0.0200442 ,2.100306695295871 ,[2.08320933 1.88112028] ,134 ,0 ,8.454608368235775e-06 ,  40.62675498 40.67337075 40.70031345 40.71585095 40.74320048 40.75834656 40.77115508
0 ,0 ,Unknown , 4800 ,-0.147911 ,0.147912 ,0.2 ,UNKNOWN ,['UNKNOWN'] ,U ,U ,Unknown , UNKNOWN
