, 
0.2 -502.0875293
0.2 -502.0745385
0.2 -502.118351
0.2 -502.084194
0.2 -502.0597778
0.2 -502.0036618
0.2 -502.047058
0.2 -501.9792593
0.2 -502.1275928
0.2 -502.2648154
0.2 -502.1096194
0.2 -502.1257773
0.2 -502.0836156
0.2 -501.9091007
0.2 -502.0764852
0.2 -502.0569918
0.2 -501.9578592
0.2 -502.0165394
0.2 -502.1137311
0.2 -502.032104
0.2 -502.0126555
0.2 -501.9612058
0.2 -502.1013715
0.2 -502.1546518
0.2 -502.1262078
0.2 -502.1525951
0.2 -501.9947186
0.2 -502.003287
0.2 -502.0750871
0.2 -502.1936773
0.2 -502.1552275
0.2 -501.9957119
0.2 -502.0005113
0.2 -502.035127
0.2 -502.0349695
0.2 -501.9923084
0.2 -502.0492618
0.2 -501.9927161
0.2 -502.1934328
0.2 -502.2392253
0.2 -502.0483471
0.2 -502.1135787
0.2 -501.9645269
0.2 -502.0802276
0.2 -502.1226261
0.2 -502.0566893
0.2 -502.1517316
0.2 -501.98772
0.2 -502.0823547
0.2 -502.059652
0.3 -502.1309115
0.3 -501.999768
0.3 -502.16556
0.3 -502.0471132
0.3 -501.9277778
0.3 -502.1439091
0.3 -502.1154841
0.3 -502.0411781
0.3 -502.0592788
0.3 -502.0623127
0.3 -502.0142443
0.3 -502.1277
0.3 -502.0861081
0.3 -502.0894732
0.3 -502.0704179
0.3 -502.1111744
0.3 -501.9975748
0.3 -502.0194696
0.3 -501.9768009
0.3 -502.0964938
0.3 -502.1238139
0.3 -501.9999238
0.3 -502.14582
0.3 -501.9682265
0.3 -502.1071454
0.3 -501.9318706
0.3 -502.1114508
0.3 -502.0132798
0.3 -501.9258797
0.3 -502.0043167
0.3 -501.9874111
0.3 -502.035175
0.3 -502.0682989
0.3 -502.0688717
0.3 -502.2820466
0.3 -502.0354559
0.3 -502.0672415
0.3 -502.1080006
0.3 -502.0941305
0.3 -501.9885872
0.3 -502.1173307
0.3 -502.127156
0.3 -502.0863223
0.3 -502.103652
0.3 -502.2223009
0.3 -502.0849369
0.3 -502.209093
0.3 -502.0140371
0.05 -501.9173888
0.05 -501.9844112
0.05 -502.2065878
0.05 -502.0081297
0.05 -502.1280808
0.05 -502.2259304
0.05 -502.0355083
0.05 -502.067129
0.05 -502.0033729
0.05 -502.1313249
0.05 -502.1303466
0.05 -502.104233
0.05 -502.0547854
0.05 -501.9738175
0.05 -502.0812209
0.05 -502.16378
0.05 -502.0808643
0.05 -502.0203988
0.05 -502.1456055
0.05 -502.0908474
0.05 -502.0703583
0.05 -502.0929274
0.05 -502.0077596
0.05 -502.0574504
0.05 -502.0155327
0.05 -501.9339622
0.05 -502.1278473
0.05 -502.1177428
0.05 -501.9750085
0.05 -502.1357433
0.05 -502.0151844
0.05 -502.1201618
0.05 -502.0639676
0.05 -502.0213098
0.05 -502.1305732
0.05 -502.0253987
0.05 -502.0582297
0.05 -502.0983123
0.05 -502.0770824
0.05 -502.0767327
0.05 -502.0843832
0.05 -502.1446987
0.05 -502.0774643
0.05 -502.0419502
0.05 -502.0389164
0.05 -501.9827021
0.05 -502.0441844
0.05 -502.0384371
0.05 -502.0405517
0.05 -502.1180357
0.1 -501.9971747
0.1 -502.0462994
0.1 -502.1044521
0.1 -502.0884325
0.1 -502.1025057
0.1 -501.97921
0.1 -502.065044
0.1 -502.1096315
0.1 -502.0987914
0.1 -501.9447723
0.1 -502.1996045
0.1 -502.0005745
0.1 -502.0629038
0.1 -501.9884236
0.1 -502.0458297
0.1 -502.0551421
0.1 -502.1004435
0.1 -502.0634254
0.1 -502.1021511
0.1 -502.2718535
0.1 -502.1354781
0.1 -501.9838164
0.1 -502.0518951
0.1 -502.080873
0.1 -502.0664523
0.1 -502.060934
0.1 -502.0299691
0.1 -502.1041672
0.1 -501.9466687
0.1 -502.1038753
0.1 -502.1494441
0.1 -502.0111179
0.1 -502.0931585
0.1 -502.0480709
0.1 -502.0416862
0.1 -502.0581943
0.1 -502.0565564
0.1 -502.1176373
0.1 -502.0983246
0.1 -501.9500304
0.1 -502.0905787
0.1 -501.9534308
0.1 -502.0812803
0.1 -502.0454821
0.1 -502.0970006
0.1 -502.0566737
0.1 -502.0169191
0.1 -502.0376187
0.1 -502.1688104
0.1 -502.1347172
0.15 -501.9784929
0.15 -502.1264922
0.15 -502.1741806
0.15 -502.0700429
0.15 -502.0848313
0.15 -502.031549
0.15 -502.2023514
0.15 -502.1602603
0.15 -502.0899267
0.15 -502.0593008
0.15 -502.1609696
0.15 -502.0178145
0.15 -502.1275943
0.15 -502.0513932
0.15 -502.0292274
0.15 -502.1410106
0.15 -501.9848625
0.15 -502.1104344
0.15 -502.0518154
0.15 -502.1160978
0.15 -502.0127444
0.15 -502.1422704
0.15 -502.0115834
0.15 -501.998448
0.15 -502.0217427
0.15 -502.044079
0.15 -502.0853911
0.15 -502.0069274
0.15 -502.1031975
0.15 -502.0018003
0.15 -502.0797916
0.15 -502.1475293
0.15 -502.099607
0.15 -502.1008727
0.15 -501.9905738
0.15 -502.1064539
0.15 -502.1101319
0.15 -502.0935034
0.15 -501.9832757
0.15 -502.1145459
0.15 -502.0692091
0.15 -502.0466408
0.15 -502.0932473
0.15 -502.1383752
0.15 -502.1414461
0.15 -502.0975697
0.15 -501.967907
0.15 -501.9885904
0.15 -502.0416186
0.15 -502.1250332
0.5 -502.1597183
0.5 -502.055419
0.5 -502.1275983
0.5 -502.0322261
0.5 -502.1042367
0.5 -502.0416967
0.5 -502.0252025
0.5 -502.0382249
0.5 -502.0818509
0.5 -502.0907116
0.5 -502.0927854
0.5 -502.0630849
0.5 -502.1175263
0.5 -502.0161057
0.5 -502.1276176
0.5 -501.9478758
0.5 -502.1329152
0.5 -502.1271308
0.5 -502.0812396
0.5 -502.1079693
0.5 -501.9886222
0.5 -502.0558516
0.5 -502.0745544
0.5 -502.0650451
0.5 -501.8604129
0.5 -502.0080681
0.5 -502.0773128
0.5 -502.1443224
0.5 -502.1123554
0.5 -502.0609791
0.5 -502.0072644
0.5 -502.0001663
0.5 -502.0337629
0.5 -502.0432034
0.5 -502.0337868
0.5 -502.0853006
0.5 -502.060931
0.5 -502.1123096
0.5 -502.0521901
0.5 -502.1052519
0.5 -502.1022441
0.5 -502.0748027
0.5 -502.1157735
0.5 -502.0998005
0.5 -502.0794204
0.5 -502.0942586
0.5 -502.112705
0.5 -502.1041378
0.5 -501.9773347
0.5 -502.0188513
0.2 -499.6610331
0.2 -499.2019969
0.2 -499.014289
0.2 -499.5546365
0.2 -498.6908726
0.2 -498.8126622
0.2 -500.669306
0.2 -499.4143068
0.2 -497.1376912
0.2 -499.2900736
0.2 -499.0910103
0.2 -500.871856
0.2 -501.3962227
0.2 -500.7812682
0.2 -498.9116816
0.2 -502.8392652
0.2 -501.4919634
0.2 -500.1272995
0.2 -499.7524561
0.2 -501.3893754
0.2 -499.2868914
0.2 -500.9868323
0.2 -499.7087877
0.2 -498.6563284
0.2 -499.7790779
0.2 -500.23087
0.2 -498.8542753
0.2 -499.6343194
