#Ne Nm interaction impCount Vmax, Vmin, sigma , lcorr, 2dcorrelation, evMax, vvMax spectrum
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 26.333929666860435 27.87772973 34.58995211 70 221 -502.0875293 -502.0875293 -502.0875293 -502.0245013 -502.0245013 -502.0245012
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 19.663902865072902 30.34530619 12.42773555 53 0 -502.0745385 -502.0745385 -502.0745385 -502.0114371 -502.011437 -502.011437
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 14.641806190081093 18.90428767 11.88047272 46 0 -502.118351 -502.118351 -502.118351 -502.0553422 -502.0553419 -502.0553414
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 38.89816185616842 51.04960992 17.08056616 57 0 -502.084194 -502.084194 -502.084194 -502.021109 -502.021109 -502.021109
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 13.921004180394688 11.78210951 15.97463835 65 0 -502.0597778 -502.0597778 -502.0597778 -501.9966651 -501.9966651 -501.9966651
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 20.954897069757685 24.01180392 18.12818987 53 0 -502.0036618 -502.0036618 -502.0036618 -501.9405838 -501.9405833 -501.940581
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 13.203358840336445 11.50946511 29.2180398 60 0 -502.047058 -502.047058 -502.047058 -501.9839557 -501.9839556 -501.9839554
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 11.097064342375406 9.85407896 22.55913817 59 0 -501.9792593 -501.9792593 -501.9792593 -501.916287 -501.9162865 -501.9162863
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 9.701637801909866 9.19709718 14.46484941 60 0 -502.1275928 -502.1275928 -502.1275927 -502.0646129 -502.0646127 -502.0646111
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 31.67537772494012 31.44598395 27.41500523 66 0 -502.2648154 -502.2648153 -502.2648151 -502.2020516 -502.202049 -502.202036
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 9.379321235557844 9.51802629 27.13811696 57 28 -502.1096194 -502.1096194 -502.1096193 -502.0465698 -502.0465696 -502.0465695
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 10.668913014951075 10.65294881 34.08157864 46 249 -502.1257773 -502.1257772 -502.1257772 -502.0627197 -502.0627196 -502.0627195
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 21.08532484699729 22.24970798 13.79936329 72 0 -502.0836156 -502.0836156 -502.0836156 -502.0205285 -502.0205285 -502.0205284
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 32.47653122002632 35.88452878 20.74865684 68 375 -501.9091007 -501.9091006 -501.9091004 -501.8462222 -501.8462218 -501.8462193
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 17.384054977377094 19.41643112 16.53380929 65 0 -502.0764852 -502.0764852 -502.0764852 -502.0133935 -502.0133934 -502.0133933
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 15.821567082752392 13.67197201 35.92624039 69 0 -502.0569918 -502.0569918 -502.0569918 -501.9938862 -501.9938859 -501.9938858
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 23.35893251191758 30.91559243 16.98037426 58 0 -501.9578592 -501.9578591 -501.9578591 -501.8949918 -501.8949911 -501.8949909
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 15.399878510885117 15.96668143 10.75897683 78 171 -502.0165394 -502.0165394 -502.0165394 -501.9535214 -501.9535211 -501.9535207
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 11.214080677761855 11.69537778 41.71748275 71 0 -502.1137311 -502.1137311 -502.1137311 -502.0507039 -502.0507039 -502.0507036
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 20.327106744589962 19.77075813 35.01795454 58 298 -502.032104 -502.032104 -502.032104 -501.969039 -501.9690389 -501.9690389
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 14.036266547375952 13.31527252 18.08130307 75 207 -502.0126555 -502.0126555 -502.0126555 -501.9496273 -501.9496272 -501.9496269
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 33.48548714340108 38.10863229 26.55140663 57 0 -501.9612058 -501.9612058 -501.9612057 -501.8982811 -501.898281 -501.8982807
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 11.346693292581797 10.94825417 25.78860421 58 0 -502.1013715 -502.1013714 -502.1013714 -502.0383173 -502.0383171 -502.0383162
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 10.659565422297515 10.21261098 26.77304364 57 0 -502.1546518 -502.1546517 -502.1546517 -502.091641 -502.0916392 -502.0916372
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 14.76419813234099 19.48040745 13.76987178 66 0 -502.1262078 -502.1262078 -502.1262077 -502.0632023 -502.0632021 -502.0632001
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 17.80962413072769 19.98390049 52.48864364 61 0 -502.1525951 -502.152595 -502.152595 -502.089565 -502.0895649 -502.0895644
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 24.77676888660044 17.69056819 55.25120049 60 0 -501.9947186 -501.9947185 -501.9947185 -501.9316648 -501.9316645 -501.9316645
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 14.91295038390464 10.1268302 23.69552622 69 0 -502.003287 -502.003287 -502.003287 -501.940243 -501.9402427 -501.9402409
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 18.083954432338317 18.43540461 12.92441336 64 0 -502.0750871 -502.0750871 -502.0750871 -502.0119874 -502.0119874 -502.0119873
5 15 Coulomb 0 4000.0 2.5e-05 -2.5e-05 0.2 26.739200033903067 32.87114596 18.56321769 61 139 -502.1936773 -502.1936772 -502.1936771 -502.1307916 -502.1307905 -502.1307901
