5 15 HC 1  4000.0 0.0001 -0.0001 0.1 10.954571240572474 14.72514496  8.6954142  U U 1.6136590523839363e-07   -499.9709461 -499.9709457 -499.9709448 -499.7646524 -499.7646507 -499.7646479
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 10.601333764668647  9.92648381 11.83448264 U U 1.9881250490502786e-07   -500.2965892 -500.2965884 -500.2965714 -500.0921269 -500.0920642 -500.0918941
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 9.70872730160844 11.13455839 16.97759873 U U 1.531614745146076e-07   -500.7387885 -500.7387745 -500.7387437 -500.5363228 -500.5360856 -500.5358128
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 11.027225855589565 10.94845962 27.51983246 U U 2.165797474993791e-07   -499.9648266 -499.964826 -499.9648243 -499.7586649 -499.7586604 -499.7586547
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 11.237230982383974 10.99470637  9.77901962 U U 1.6776112973095212e-07   -499.8972148 -499.8972129 -499.8972113 -499.6908337 -499.6908251 -499.6908193
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 9.784519505832693 12.43143641  8.21438031 U U 1.2574985226942555e-07   -499.9242907 -499.9242883 -499.9242851 -499.7185538 -499.7185273 -499.7185144
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 29.576194486466196 33.32611304 15.25564951 U U 2.3117632953405073e-07   -500.434192 -500.434178 -500.4341677 -500.2301864 -500.2301531 -500.230053
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 8.474795969830492 7.72328546 9.06820898 U U 1.7974313457412376e-07   -499.8896356 -499.8896311 -499.8896298 -499.6838115 -499.6838009 -499.6837876
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 7.168293217894449 6.53773975 7.88414165 U U 1.2711815620920938e-07   -499.8862566 -499.8862543 -499.886252 -499.6805742 -499.6805502 -499.6805293
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 20.215518356286363 39.63606224  9.98694339 U U 1.353927769708963e-07   -500.2696812 -500.2696699 -500.2696644 -500.0649458 -500.0648472 -500.0647886
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 7.842288921590167  7.96943671 11.21385404 U U 1.0564640837010908e-07   -499.6740933 -499.6740802 -499.6740764 -499.4697288 -499.4696879 -499.4695967
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 9.644223583001676  7.42249058 12.99257491 U U 2.721183445278627e-07   -499.9650513 -499.9650504 -499.9650489 -499.7586694 -499.7586617 -499.7586475
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 8.325519241331547  9.2692188  13.22847922 U U 1.498037208861973e-07   -500.1225873 -500.1225757 -500.1225722 -499.9164865 -499.9164767 -499.9164494
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 10.073780012159306  8.30167298 11.70284975 U U 2.1760713463978893e-07   -499.8069809 -499.8069764 -499.8069673 -499.6013879 -499.6013752 -499.601346
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 9.460331915992477 7.52285222 9.37803239 U U 2.0455414722888045e-07   -500.2105778 -500.2105756 -500.2105687 -500.0050272 -500.0050032 -500.0049843
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 7.025922650329479 6.51653431 8.11639653 U U 1.1665233787469503e-07   -499.901115 -499.9011119 -499.9011095 -499.6953992 -499.6953529 -499.6953406
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 15.6529868424504 13.65825655 28.89653122 U U 1.9227333016296477e-07   -499.5337341 -499.533722 -499.5337079 -499.3319914 -499.3318733 -499.3315592
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 9.141647860907826 8.11797291 9.5995512  U U 1.5899221590579666e-07   -500.345835 -500.3458236 -500.3458046 -500.1424615 -500.1423981 -500.1423178
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 10.40545703597966  8.39349531 12.46645621 U U 2.3562992246997364e-07   -500.20254 -500.2025336 -500.2025273 -499.9965073 -499.9964888 -499.9964538
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 8.101279701074104  7.99733873 12.30402593 U U 3.0965648580604755e-07   -500.0074938 -500.0074925 -500.0074905 -499.8012054 -499.8011888 -499.8011875
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 9.774363424971932 8.24214905 9.90116046 U U 1.5745767368148778e-07   -499.9469428 -499.9469398 -499.9469346 -499.7407254 -499.740685 -499.740667
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 8.295886965350803 15.83042503 42.31991015 U U 1.1243845054907292e-07   -499.7611474 -499.7611462 -499.7611264 -499.5552816 -499.5551136 -499.5550641
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 9.422315103112027  8.85641489 24.67419291 U U 2.3449747264993148e-07   -500.0543589 -500.0543539 -500.0543521 -499.8481077 -499.8480945 -499.8480886
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 9.735776388029969 9.30200433 7.41454292 U U 1.9771475093088822e-07   -499.5405373 -499.5405252 -499.5404999 -499.335927 -499.3357952 -499.3356703
5 15 HC 1  4000.0 0.0001 -0.0001 0.1 8.192375613649526  8.15321919 19.92360081 U U 2.097247831390814e-07   -500.2733226 -500.2733197 -500.2733183 -500.0683402 -500.0683133 -500.0682849
