4000 0.001 0.005 4.474330763562661e-08 0.205784784 [-1.83126301 -1.8312354  -1.83119675 -1.62547823 -1.62543832 -1.62541033-1.6249826 ]
4000 0.3 1.6666666666666667e-05 3.772540589817977e-08 0.20644391799999995 [-1.83118874 -1.83118874 -1.83118874 -1.62474482 -1.62474481 -1.6247448 -1.62466594]
4000 0.001 0.05 5.989241609610216e-06 0.06757847999999989 [14.7961762  14.80983629 14.85507199 14.86375468 14.88895422 14.9135105614.92423148]
4000 0.3 0.0001666666666666667 2.1314747377238214e-06 0.19069990000000026 [14.88095819 14.88095863 14.88095938 15.07165809 15.07169866 15.07173086 15.07576812]
4000 0.001 0.005 5.091244555103178e-08 0.20620608899999993 [-1.83125378 -1.8311978  -1.83113978 -1.6250477  -1.62502623 -1.62496137-1.62474566]
4000 0.001 0.005 5.1465017070051114e-08 0.20582092800000007 [-1.83124267 -1.83119929 -1.83119023 -1.62542175 -1.62537767 -1.62526933-1.62493865]
4000 0.001 0.005 5.8751968446791416e-08 0.2043755089999999 [-1.83122709 -1.83120451 -1.83118674 -1.62685159 -1.62675039 -1.62650897-1.62566834]
4000 0.001 0.005 5.0225348858639436e-08 0.20559756900000004 [-1.83123141 -1.83121203 -1.83118093 -1.62563384 -1.62553866 -1.62549191-1.62495636]
4000 0.001 0.005 4.1281346731342006e-08 0.20550454299999998 [-1.83126407 -1.83124535 -1.83117024 -1.62575952 -1.62571428 -1.62563037-1.62554417]
4000 0.001 0.005 5.1519233941204394e-08 0.20580060299999992 [-1.83125949 -1.83122594 -1.83119108 -1.62545889 -1.62539437 -1.62532681-1.62526321]
4000 0.001 0.005 5.540450478553653e-08 0.20559161800000014 [-1.83123495 -1.83119162 -1.83118787 -1.62564333 -1.62554015 -1.62544898-1.62497168]
4000 0.001 0.005 4.8534532902089335e-08 0.2061405300000001 [-1.83120422 -1.83119839 -1.83118595 -1.62506369 -1.62504923 -1.62502678-1.62500109]
4000 0.001 0.005 5.178117804616453e-08 0.205756045 [-1.83125787 -1.83120967 -1.8311884  -1.62550182 -1.6253716  -1.6252431-1.6252206 ]
