# variance   lcorr  varInterval, lcorrInterval, last sigma last Vmax 
3.26530612244898e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
3.3673469387755106e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
3.469387755102041e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
3.571428571428572e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
3.673469387755102e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
3.775510204081633e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
3.877551020408164e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
3.9795918367346946e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
4.081632653061225e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
4.183673469387756e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
4.285714285714286e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
4.387755102040817e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
4.4897959183673474e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
4.591836734693878e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
4.6938775510204086e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
4.795918367346939e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
4.89795918367347e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
5e-05 1.0204081632653063e-06 2.2798489364541106 0.896385056974036 0.02  0.0005
1.0204081632653063e-06 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.0004
2.0408163265306125e-06 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.0004
3.0612244897959185e-06 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.0004
6.122448979591837e-06 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.001
7.1428571428571436e-06 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.001
8.16326530612245e-06 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.001
9.183673469387756e-06 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.001
1.0204081632653063e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.001
1.1224489795918369e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.001
1.2244897959183674e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.001
1.3265306122448982e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.001
1.4285714285714287e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.001
1.7346938775510206e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
1.836734693877551e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
1.938775510204082e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
2.0408163265306126e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
2.142857142857143e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
2.2448979591836737e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
2.3469387755102043e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
2.448979591836735e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
2.5510204081632657e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
2.6530612244897963e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
2.755102040816327e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
2.8571428571428574e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
2.959183673469388e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
3.061224489795919e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
3.1632653061224494e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
3.26530612244898e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
3.3673469387755106e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
3.469387755102041e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
3.571428571428572e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
3.673469387755102e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
3.775510204081633e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
3.877551020408164e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
3.9795918367346946e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
4.081632653061225e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
4.183673469387756e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
4.285714285714286e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
4.387755102040817e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
4.4897959183673474e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
4.591836734693878e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
4.6938775510204086e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
4.795918367346939e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
4.89795918367347e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
5e-05 1.0204081632653063e-06 3.1762339934281467 0.896385056974036 0.05  0.002
1.0204081632653063e-06 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.0004
2.0408163265306125e-06 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.0004
6.122448979591837e-06 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.001
7.1428571428571436e-06 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.001
8.16326530612245e-06 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.001
9.183673469387756e-06 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.001
1.0204081632653063e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.001
1.1224489795918369e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.001
1.2244897959183674e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.001
2.3469387755102043e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
2.448979591836735e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
2.5510204081632657e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
2.6530612244897963e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
2.755102040816327e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
2.8571428571428574e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
2.959183673469388e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
3.061224489795919e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
3.1632653061224494e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
3.26530612244898e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
3.3673469387755106e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
3.469387755102041e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
3.571428571428572e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
3.673469387755102e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
3.775510204081633e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
3.877551020408164e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
3.9795918367346946e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
4.081632653061225e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
4.183673469387756e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
4.285714285714286e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
4.387755102040817e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
4.4897959183673474e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
4.591836734693878e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
4.6938775510204086e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
4.795918367346939e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
4.89795918367347e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
5e-05 1.0204081632653063e-06 4.072619050402182 0.896385056974036 0.05  0.002
1.0204081632653063e-06 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.0004
2.0408163265306125e-06 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.0004
6.122448979591837e-06 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.075  0.000666666
7.1428571428571436e-06 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.075  0.000666666
8.16326530612245e-06 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.075  0.000666666
9.183673469387756e-06 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.075  0.000666666
1.0204081632653063e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.075  0.000666666
1.1224489795918369e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.075  0.000666666
1.2244897959183674e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.075  0.000666666
1.3265306122448982e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.075  0.000666666
1.4285714285714287e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.075  0.000666666
1.5306122448979594e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.075  0.000666666
2.2448979591836737e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
2.3469387755102043e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
2.5510204081632657e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
2.6530612244897963e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
2.755102040816327e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
2.8571428571428574e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
2.959183673469388e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
3.061224489795919e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
3.1632653061224494e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
3.26530612244898e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
3.3673469387755106e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
3.469387755102041e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
3.571428571428572e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
3.673469387755102e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
3.775510204081633e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
3.877551020408164e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
3.9795918367346946e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
4.081632653061225e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
4.183673469387756e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
4.285714285714286e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
4.387755102040817e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
4.4897959183673474e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
4.591836734693878e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
4.6938775510204086e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
4.795918367346939e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
4.89795918367347e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
5e-05 1.0204081632653063e-06 4.969004107376219 0.896385056974036 0.05  0.002
2.0408163265306125e-06 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.0004
6.122448979591837e-06 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.075  0.000666666
7.1428571428571436e-06 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.075  0.000666666
8.16326530612245e-06 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.075  0.000666666
9.183673469387756e-06 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.075  0.000666666
1.0204081632653063e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.075  0.000666666
1.1224489795918369e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.075  0.000666666
1.2244897959183674e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.075  0.000666666
1.4285714285714287e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.1  0.001
1.63265306122449e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.1  0.001
1.836734693877551e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.002
1.938775510204082e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.002
2.0408163265306126e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.002
2.3469387755102043e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.002
2.448979591836735e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.002
2.5510204081632657e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.002
2.6530612244897963e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.002
2.8571428571428574e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.002
2.959183673469388e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.002
3.061224489795919e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.002
3.1632653061224494e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.002
3.26530612244898e-05 1.0204081632653063e-06 5.865389164350255 0.896385056974036 0.05  0.002
