0  	  0  	  0.10458
0  	  0.01  	  0.12198
0  	  0.02  	  0.14039
0  	  0.03  	  0.15972
0  	  0.04  	  0.17982
0  	  0.05  	  0.20056
0  	  0.06  	  0.22176
0  	  0.07  	  0.24324
0  	  0.08  	  0.26482
0  	  0.09  	  0.28628
0  	  0.1  	  0.30741
0  	  0.11  	  0.328
0  	  0.12  	  0.34784
0  	  0.13  	  0.36673
0  	  0.14  	  0.38447
0  	  0.15  	  0.4009
0  	  0.16  	  0.41585
0  	  0.17  	  0.4292
0  	  0.18  	  0.44085
0  	  0.19  	  0.45075
0  	  0.2  	  0.45885
0  	  0.21  	  0.46518
0  	  0.22  	  0.46976
0  	  0.23  	  0.47269
0  	  0.24  	  0.47408
0  	  0.25  	  0.47406
0  	  0.26  	  0.4728
0  	  0.27  	  0.47048
0  	  0.28  	  0.46729
0  	  0.29  	  0.46342
0  	  0.3  	  0.45905
0  	  0.31  	  0.45436
0  	  0.32  	  0.44947
0  	  0.33  	  0.44451
0  	  0.34  	  0.43953
0  	  0.35  	  0.43457
0  	  0.36  	  0.42958
0  	  0.37  	  0.42449
0  	  0.38  	  0.41916
0  	  0.39  	  0.41341
0  	  0.4  	  0.407
0  	  0.41  	  0.39965
0  	  0.42  	  0.39105
0  	  0.43  	  0.38086
0  	  0.44  	  0.36874
0  	  0.45  	  0.35434
0  	  0.46  	  0.33732
0  	  0.47  	  0.31738
0  	  0.48  	  0.29423
0  	  0.49  	  0.26766
0  	  0.5  	  0.23751
0  	  0.51  	  0.20368
0  	  0.52  	  0.16617
0  	  0.53  	  0.12505
0  	  0.54  	  0.080473
0  	  0.55  	  0.032688
0  	  0.56  	  -0.017976
0  	  0.57  	  -0.071103
0  	  0.58  	  -0.12621
0  	  0.59  	  -0.18273
0  	  0.6  	  -0.24007
0  	  0.61  	  -0.29756
0  	  0.62  	  -0.35451
0  	  0.63  	  -0.41021
0  	  0.64  	  -0.46394
0  	  0.65  	  -0.515
0  	  0.66  	  -0.56269
0  	  0.67  	  -0.60636
0  	  0.68  	  -0.6454
0  	  0.69  	  -0.67924
0  	  0.7  	  -0.70741
0  	  0.71  	  -0.72948
0  	  0.72  	  -0.74513
0  	  0.73  	  -0.75409
0  	  0.74  	  -0.75623
0  	  0.75  	  -0.75147
0  	  0.76  	  -0.73985
0  	  0.77  	  -0.72149
0  	  0.78  	  -0.69661
0  	  0.79  	  -0.6655
0  	  0.8  	  -0.62857
0  	  0.81  	  -0.58627
0  	  0.82  	  -0.53914
0  	  0.83  	  -0.48778
0  	  0.84  	  -0.43283
0  	  0.85  	  -0.37498
0  	  0.86  	  -0.31496
0  	  0.87  	  -0.25351
0  	  0.88  	  -0.19137
0  	  0.89  	  -0.12928
0  	  0.9  	  -0.067979
0  	  0.91  	  -0.008152
0  	  0.92  	  0.049541
0  	  0.93  	  0.10449
0  	  0.94  	  0.15615
0  	  0.95  	  0.20404
0  	  0.96  	  0.24775
0  	  0.97  	  0.28696
0  	  0.98  	  0.3214
0  	  0.99  	  0.35093
0  	  1  	  0.37546

0.01  	  0  	  0.14011
0.01  	  0.01  	  0.16094
0.01  	  0.02  	  0.18295
0.01  	  0.03  	  0.20603
0.01  	  0.04  	  0.23004
0.01  	  0.05  	  0.25481
0.01  	  0.06  	  0.28014
0.01  	  0.07  	  0.30585
0.01  	  0.08  	  0.33169
0.01  	  0.09  	  0.35745
0.01  	  0.1  	  0.38288
0.01  	  0.11  	  0.40774
0.01  	  0.12  	  0.43178
0.01  	  0.13  	  0.45477
0.01  	  0.14  	  0.47649
0.01  	  0.15  	  0.49673
0.01  	  0.16  	  0.51532
0.01  	  0.17  	  0.53209
0.01  	  0.18  	  0.54693
0.01  	  0.19  	  0.55976
0.01  	  0.2  	  0.57052
0.01  	  0.21  	  0.57922
0.01  	  0.22  	  0.58588
0.01  	  0.23  	  0.59058
0.01  	  0.24  	  0.59343
0.01  	  0.25  	  0.59458
0.01  	  0.26  	  0.59418
0.01  	  0.27  	  0.59244
0.01  	  0.28  	  0.58954
0.01  	  0.29  	  0.5857
0.01  	  0.3  	  0.5811
0.01  	  0.31  	  0.57594
0.01  	  0.32  	  0.57036
0.01  	  0.33  	  0.5645
0.01  	  0.34  	  0.55842
0.01  	  0.35  	  0.55217
0.01  	  0.36  	  0.54572
0.01  	  0.37  	  0.53901
0.01  	  0.38  	  0.5319
0.01  	  0.39  	  0.5242
0.01  	  0.4  	  0.51569
0.01  	  0.41  	  0.50608
0.01  	  0.42  	  0.49507
0.01  	  0.43  	  0.4823
0.01  	  0.44  	  0.46744
0.01  	  0.45  	  0.45012
0.01  	  0.46  	  0.43001
0.01  	  0.47  	  0.40679
0.01  	  0.48  	  0.38019
0.01  	  0.49  	  0.34998
0.01  	  0.5  	  0.31599
0.01  	  0.51  	  0.27815
0.01  	  0.52  	  0.23645
0.01  	  0.53  	  0.19097
0.01  	  0.54  	  0.14187
0.01  	  0.55  	  0.089421
0.01  	  0.56  	  0.033967
0.01  	  0.57  	  -0.02406
0.01  	  0.58  	  -0.084145
0.01  	  0.59  	  -0.14571
0.01  	  0.6  	  -0.20813
0.01  	  0.61  	  -0.2707
0.01  	  0.62  	  -0.33271
0.01  	  0.63  	  -0.39341
0.01  	  0.64  	  -0.45207
0.01  	  0.65  	  -0.50793
0.01  	  0.66  	  -0.56029
0.01  	  0.67  	  -0.60845
0.01  	  0.68  	  -0.65178
0.01  	  0.69  	  -0.68969
0.01  	  0.7  	  -0.72167
0.01  	  0.71  	  -0.74728
0.01  	  0.72  	  -0.76617
0.01  	  0.73  	  -0.77808
0.01  	  0.74  	  -0.78282
0.01  	  0.75  	  -0.78034
0.01  	  0.76  	  -0.77064
0.01  	  0.77  	  -0.75384
0.01  	  0.78  	  -0.73017
0.01  	  0.79  	  -0.69993
0.01  	  0.8  	  -0.6635
0.01  	  0.81  	  -0.62137
0.01  	  0.82  	  -0.57407
0.01  	  0.83  	  -0.52222
0.01  	  0.84  	  -0.46649
0.01  	  0.85  	  -0.40758
0.01  	  0.86  	  -0.34625
0.01  	  0.87  	  -0.28326
0.01  	  0.88  	  -0.21938
0.01  	  0.89  	  -0.15539
0.01  	  0.9  	  -0.092043
0.01  	  0.91  	  -0.03007
0.01  	  0.92  	  0.029841
0.01  	  0.93  	  0.087049
0.01  	  0.94  	  0.14098
0.01  	  0.95  	  0.19111
0.01  	  0.96  	  0.23702
0.01  	  0.97  	  0.27835
0.01  	  0.98  	  0.31483
0.01  	  0.99  	  0.34627
0.01  	  1  	  0.37259

0.02  	  0  	  0.17781
0.02  	  0.01  	  0.20232
0.02  	  0.02  	  0.2282
0.02  	  0.03  	  0.25533
0.02  	  0.04  	  0.28354
0.02  	  0.05  	  0.31265
0.02  	  0.06  	  0.34245
0.02  	  0.07  	  0.37271
0.02  	  0.08  	  0.40317
0.02  	  0.09  	  0.43358
0.02  	  0.1  	  0.46367
0.02  	  0.11  	  0.49315
0.02  	  0.12  	  0.52175
0.02  	  0.13  	  0.5492
0.02  	  0.14  	  0.57525
0.02  	  0.15  	  0.59966
0.02  	  0.16  	  0.62221
0.02  	  0.17  	  0.64273
0.02  	  0.18  	  0.66107
0.02  	  0.19  	  0.67711
0.02  	  0.2  	  0.6908
0.02  	  0.21  	  0.70212
0.02  	  0.22  	  0.71108
0.02  	  0.23  	  0.71775
0.02  	  0.24  	  0.72224
0.02  	  0.25  	  0.7247
0.02  	  0.26  	  0.72529
0.02  	  0.27  	  0.72421
0.02  	  0.28  	  0.72166
0.02  	  0.29  	  0.71788
0.02  	  0.3  	  0.71306
0.02  	  0.31  	  0.70741
0.02  	  0.32  	  0.70108
0.02  	  0.33  	  0.69424
0.02  	  0.34  	  0.68696
0.02  	  0.35  	  0.67929
0.02  	  0.36  	  0.67123
0.02  	  0.37  	  0.66272
0.02  	  0.38  	  0.65363
0.02  	  0.39  	  0.64379
0.02  	  0.4  	  0.63296
0.02  	  0.41  	  0.62087
0.02  	  0.42  	  0.6072
0.02  	  0.43  	  0.59162
0.02  	  0.44  	  0.57377
0.02  	  0.45  	  0.5533
0.02  	  0.46  	  0.52986
0.02  	  0.47  	  0.50313
0.02  	  0.48  	  0.47284
0.02  	  0.49  	  0.43876
0.02  	  0.5  	  0.40074
0.02  	  0.51  	  0.35869
0.02  	  0.52  	  0.31262
0.02  	  0.53  	  0.26261
0.02  	  0.54  	  0.20884
0.02  	  0.55  	  0.15158
0.02  	  0.56  	  0.091212
0.02  	  0.57  	  0.028175
0.02  	  0.58  	  -0.036999
0.02  	  0.59  	  -0.1037
0.02  	  0.6  	  -0.17128
0.02  	  0.61  	  -0.23902
0.02  	  0.62  	  -0.30616
0.02  	  0.63  	  -0.37196
0.02  	  0.64  	  -0.43562
0.02  	  0.65  	  -0.49639
0.02  	  0.66  	  -0.55351
0.02  	  0.67  	  -0.60628
0.02  	  0.68  	  -0.65402
0.02  	  0.69  	  -0.69614
0.02  	  0.7  	  -0.7321
0.02  	  0.71  	  -0.76144
0.02  	  0.72  	  -0.78378
0.02  	  0.73  	  -0.79884
0.02  	  0.74  	  -0.80644
